id,sex,employment,married,income,digital3
184631,F,employed,1,5073,0
184632,F,employed,0,15890,.22586036
184633,M,employed,1,41463,.75053775
184634,M,unemployed,1,14194,0
184635,F,employed,1,59384,.33497152
184636,M,employed,0,16824,.58420044
184637,M,unemployed,0,0,.070948377
184638,M,employed,1,8467,.95600259
184639,F,employed,1,6132,.86258024
184640,F,employed,1,4958,0
184641,F,employed,1,9748,0
184642,F,retired,1,8915,.28167066
184643,F,employed,1,10921,0
184644,F,employed,1,7440,.56596029
184645,M,student,0,0,.19120611
184646,F,employed,1,9151,0
184647,M,employed,1,16721,.58573991
184648,F,employed,1,5675,.66137391
184649,F,retired,0,7321,.26526317
184650,F,retired,1,4268,.30753604
184651,M,employed,0,7374,0
184652,M,retired,0,11243,.05092451
184653,F,employed,0,10738,.57944465
184654,M,employed,1,10471,.097545192
184655,M,student,0,3673,.81243908
184656,M,student,0,23891,.846488
184657,M,unemployed,0,54114,.1491145
184658,M,student,0,0,.84653217
184659,F,employed,1,7926,.28240338
184660,M,retired,0,8077,.22686024
184661,M,unemployed,0,9477,.86166525
184662,M,employed,0,6215,.64557475
184663,M,employed,1,10012,.52940667
184664,M,employed,0,14748,.53707933
184665,M,employed,1,37160,.66757399
184666,F,student,0,15681,.93201858
184667,F,retired,0,8179,0
184668,F,unemployed,1,30342,.1388156
184669,F,employed,0,8374,.052595355
184670,F,employed,0,6710,.65921068
184671,F,retired,1,10216,.27529535
184672,M,student,0,0,.20509486
184673,M,student,0,0,.80080855
184674,F,employed,1,7036,.65795922
184675,M,employed,1,12874,.84309304
184676,F,employed,0,18267,.69494998
184677,M,employed,0,11227,.39109224
184678,M,student,0,0,.32709634
184679,F,employed,1,32065,0
184680,M,employed,1,36759,.38213322
184681,M,employed,1,37846,.81461424
184682,M,employed,1,13440,.64572221
184683,F,employed,1,16002,.81259602
184684,M,unemployed,1,0,.27137944
184685,F,student,0,7793,0
184686,F,employed,1,128893,.82946271
184687,M,employed,1,275134,.66274887
184688,M,employed,1,12796,.49338025
184689,M,retired,1,6715,0
184690,M,employed,1,21540,0
184691,F,employed,1,16293,.010005468
184692,F,employed,1,7720,.5157665
184693,M,employed,1,11999,.59773117
184694,M,student,0,13496,.55110085
184695,F,employed,0,14470,0
184696,M,employed,0,14408,.83540595
184697,F,employed,1,26195,.76230341
184698,M,employed,1,5682,.75287813
184699,M,employed,0,6982,.53413284
184700,F,student,0,0,.60392803
184701,M,unemployed,1,9010,.72417057
184702,M,employed,0,10146,.03841773
184703,F,student,0,21444,.79470879
184704,F,employed,0,33979,.72142071
184705,M,student,0,10160,.34364748
184706,M,employed,1,15757,0
184707,M,employed,0,10887,.66939169
184708,M,employed,1,37054,.77889663
184709,M,employed,1,6456,0
184710,M,student,0,0,0
184711,M,employed,1,15310,.22281137
184712,M,unemployed,1,11236,.565108
184713,F,employed,1,8973,.55874473
184714,M,employed,0,13367,.02408959
184715,M,employed,1,14888,.55998093
184716,M,student,0,4962,.98385328
184717,F,unemployed,1,0,0
184718,M,employed,1,26247,.094631806
184719,M,employed,0,7636,0
184720,F,employed,1,14722,.67087281
184721,F,unemployed,1,0,.84773785
184722,M,retired,0,4888,.25268823
184723,M,retired,1,10311,0
184724,F,employed,0,7025,0
184725,M,employed,1,8969,.40483901
184726,M,student,0,0,.92534715
184727,M,employed,1,32579,.032728553
184728,F,retired,1,2917,0
184729,M,student,0,8332,.91425598
184730,F,student,0,0,.98636281
184731,M,employed,1,27343,0
184732,M,unemployed,1,76233,.68865681
184733,F,student,0,0,.46888915
184734,M,employed,1,10281,0
184735,M,employed,1,13629,.18772005
184736,M,employed,1,13475,.64531064
184737,M,employed,1,16430,.55965501
184738,F,retired,1,70368,0
184739,F,student,0,0,.81663167
184740,F,unemployed,1,0,.69629991
184741,F,employed,1,14015,.6480456
184742,M,retired,1,2236,.17759815
184743,F,employed,1,12338,.60441762
184744,M,retired,1,8555,.21261653
184745,F,student,0,0,.52236873
184746,F,employed,0,7277,.51252854
184747,F,unemployed,1,0,.80396688
184748,M,student,1,7726,.082305536
184749,F,employed,1,8829,.53374934
184750,M,retired,0,5033,0
184751,M,employed,1,7625,0
184752,M,unemployed,0,13359,.46640474
184753,F,employed,1,8879,.77695847
184754,F,employed,1,7918,.60548955
184755,M,employed,0,180991,.26020747
184756,M,employed,0,9798,.62714589
184757,F,unemployed,0,8993,.83598268
184758,F,student,0,7906,.03679204
184759,F,employed,0,8059,0
184760,M,employed,0,11804,.27208725
184761,F,employed,1,27096,0
184762,M,employed,1,7318,.60069859
184763,M,employed,1,6766,0
184764,F,employed,1,5366,.58347404
184765,M,employed,1,9302,.96541387
184766,F,employed,0,33009,.60713089
184767,F,unemployed,1,0,.1388938
184768,M,employed,0,10089,.72148192
184769,F,student,0,4427,0
184770,F,employed,1,5728,.33476415
184771,M,student,0,0,.70207822
184772,F,unemployed,1,6273,0
184773,F,student,0,0,.79992712
184774,F,retired,0,5417,0
184775,F,employed,1,5808,.25010163
184776,M,employed,0,12914,.89488119
184777,M,student,0,0,.95046443
184778,M,student,0,0,.02006815
184779,M,employed,1,48338,.30964246
184780,F,employed,1,7321,.13960811
184781,M,retired,1,15670,.24071649
184782,M,unemployed,0,7972,.55982041
184783,M,unemployed,1,9979,0
184784,F,retired,1,3687,0
184785,M,employed,0,34391,.54015326
184786,M,retired,1,4932,0
184787,M,unemployed,0,6976,0
184788,M,employed,1,6837,.7474463
184789,M,employed,0,25085,.24944516
184790,M,unemployed,1,0,.61962426
184791,M,employed,1,260192,.57219929
184792,F,unemployed,0,39275,.10099345
184793,M,employed,1,6956,.051601298
184794,F,student,0,0,.19617182
184795,M,employed,1,6909,0
184796,M,employed,1,23899,.65436065
184797,F,employed,1,8224,.91797292
184798,F,unemployed,1,0,.57034993
184799,M,employed,0,13429,.8594451
184800,M,employed,1,15434,.3775053
184801,M,unemployed,1,0,.59264886
184802,M,employed,1,8615,0
184803,M,employed,1,7744,.39465526
184804,F,employed,0,9872,0
184805,M,student,0,0,.8633216
184806,M,employed,0,10816,.64508814
184807,M,student,0,0,.50825989
184808,M,employed,1,8492,.68623418
184809,F,employed,0,45625,.56133568
184810,M,student,0,0,.77905452
184811,M,student,0,0,.88244593
184812,F,employed,0,8469,.80051017
184813,F,unemployed,1,8535,.033947494
184814,F,retired,1,4349,0
184815,F,employed,1,28071,0
184816,M,employed,0,23847,.727988
184817,M,retired,1,4506,.35600388
184818,F,employed,1,20999,.72122669
184819,M,employed,1,43579,.24493076
184820,F,employed,1,6074,0
184821,F,student,0,0,.017969964
184822,M,unemployed,1,0,0
184823,F,employed,1,5116,.54698193
184824,M,student,0,0,0
184825,F,employed,0,153855,.65053737
184826,M,unemployed,1,23978,.93070346
184827,M,employed,1,40700,0
184828,M,employed,1,38558,.036583479
184829,F,retired,0,4326,.17544335
184830,M,employed,1,8501,.34098697
184831,F,employed,1,7284,.36073914
184832,M,employed,1,11454,.58418435
184833,M,retired,1,3653,.29152545
184834,M,employed,1,13913,0
184835,M,employed,0,7315,.11629333
184836,F,employed,1,13051,.38237017
184837,F,student,0,0,.85351461
184838,F,student,0,8526,.55942655
184839,M,employed,1,6118,0
184840,F,employed,1,29330,.85255772
184841,M,student,1,0,.02811246
184842,M,retired,0,31097,0
184843,M,employed,1,24235,.64820766
184844,F,retired,0,65326,.32662791
184845,M,employed,0,10739,.11883833
184846,F,employed,1,12383,.34865141
184847,M,employed,1,10707,.45076531
184848,M,retired,0,19128,.20619658
184849,M,employed,1,22444,.81898713
184850,M,student,0,0,.43458918
184851,M,unemployed,0,9644,.6444506
184852,F,employed,1,116994,.44749641
184853,M,unemployed,1,0,.73269868
184854,M,employed,1,12450,.65136141
184855,F,employed,1,11301,.4751054
184856,M,employed,1,66150,0
184857,F,retired,0,7060,.22081903
184858,M,employed,0,8426,.21715623
184859,M,employed,1,11815,.57338959
184860,M,employed,1,23006,.68375355
184861,F,unemployed,1,11686,0
184862,M,employed,1,8299,.72797179
184863,M,student,0,60812,.048470862
184864,M,employed,1,14837,0
184865,M,employed,0,6579,.20243575
184866,F,employed,1,14003,.9491123
184867,M,employed,0,19355,0
184868,F,employed,1,12260,.53989202
184869,F,employed,1,86288,.2137198
184870,M,student,0,0,.9164722
184871,F,employed,0,6878,.43777034
184872,F,employed,0,11407,.31196031
184873,M,student,0,0,.99166036
184874,M,employed,1,7306,.6458742
184875,M,unemployed,0,23601,.58687752
184876,M,employed,0,16132,.05982054
184877,M,employed,1,126226,0
184878,F,unemployed,1,8233,.59811723
184879,M,employed,0,5808,.14496137
184880,M,unemployed,0,0,.87325841
184881,M,employed,1,19047,.55577183
184882,M,employed,1,11144,0
184883,M,unemployed,1,0,.90576828
184884,F,employed,0,7010,.19133122
184885,M,employed,0,8086,0
184886,M,employed,0,25683,.69177783
184887,M,student,0,0,.4101958
184888,F,employed,0,101178,.79224652
184889,M,unemployed,1,0,.80143088
184890,M,student,0,0,.62286288
184891,F,employed,0,6273,.65210897
184892,M,employed,1,40281,0
184893,M,employed,1,9099,.57656425
184894,F,unemployed,1,0,.47804746
184895,F,unemployed,0,0,.80494225
184896,M,employed,1,25970,.067641407
184897,F,employed,0,21573,.95680982
184898,F,employed,1,20589,.16825329
184899,M,employed,0,7629,.86775619
184900,M,employed,1,12348,.62935895
184901,M,student,0,0,.32827005
184902,M,student,0,0,.84023583
184903,M,student,0,0,.34520751
184904,F,unemployed,0,42163,.47074884
184905,F,unemployed,1,15164,0
184906,F,employed,1,5598,0
184907,M,student,0,0,.77157182
184908,M,employed,0,7469,0
184909,M,employed,1,13974,.86871773
184910,M,employed,1,9321,.55431426
184911,M,student,0,0,.81409895
184912,M,employed,1,17028,.050468992
184913,M,employed,0,24614,.40329811
184914,F,employed,1,13912,.83631003
184915,F,employed,0,114407,0
184916,M,employed,1,9366,0
184917,F,employed,1,14094,.17692229
184918,F,unemployed,0,0,.18803285
184919,F,employed,0,11761,0
184920,F,employed,1,10202,0
184921,M,employed,1,12271,.19820681
184922,M,student,1,0,.11585294
184923,F,employed,1,4537,0
184924,F,employed,1,21896,.8139199
184925,F,employed,1,8282,.66329408
184926,M,employed,1,14994,0
184927,M,unemployed,1,12031,.72404981
184928,M,retired,0,4243,.15671
184929,M,student,0,0,.36072809
184930,F,unemployed,1,0,.70923126
184931,M,retired,1,6250,.39263603
184932,M,employed,1,11799,.73580217
184933,F,employed,1,7079,.27970728
184934,F,employed,1,122191,.13455954
184935,F,student,0,29175,.79758847
184936,F,employed,1,4848,.78078794
184937,F,employed,0,7089,.026357239
184938,F,employed,1,34981,.69889128
184939,F,employed,1,4630,.47655699
184940,F,student,0,0,.77605391
184941,M,employed,1,7199,.63038945
184942,F,employed,1,8923,.52607942
184943,F,unemployed,0,0,0
184944,F,retired,1,45459,0
184945,F,unemployed,0,71147,0
184946,M,student,0,54201,.56401753
184947,F,employed,1,9706,0
184948,M,unemployed,0,11146,0
184949,F,employed,1,12341,.88269055
184950,F,employed,1,11055,.78866667
184951,F,unemployed,0,0,.78459483
184952,M,employed,1,15505,.22361527
184953,F,employed,1,21927,.5309462
184954,F,employed,0,14358,.69978541
184955,F,retired,0,8897,0
184956,M,employed,1,22110,0
184957,M,student,0,0,.887205
184958,M,employed,1,8428,.53728563
184959,F,employed,1,14882,.52993608
184960,F,unemployed,1,12131,.57783824
184961,M,employed,0,28299,.40616047
184962,M,employed,1,44790,.82155019
184963,M,employed,1,111568,.38374493
184964,M,employed,1,10275,.25094563
184965,F,retired,1,110714,.33969951
184966,M,unemployed,1,10518,.91277093
184967,M,employed,1,8550,.20337664
184968,M,employed,1,17054,.36774099
184969,M,student,0,0,.93578887
184970,F,retired,1,2774,.21436961
184971,M,employed,1,16079,.67823011
184972,M,employed,1,17468,0
184973,M,retired,1,4866,0
184974,F,employed,0,18013,.80492288
184975,M,employed,0,18639,.56282961
184976,M,unemployed,1,0,.22329411
184977,F,unemployed,1,7834,.76157463
184978,M,employed,1,5719,.098575145
184979,F,retired,1,3758,.21455395
184980,M,employed,1,12379,.023446314
184981,M,unemployed,1,0,.75434667
184982,F,employed,1,14155,.53707755
184983,F,student,1,0,.65375847
184984,F,student,0,6236,.28717762
184985,M,employed,1,9663,.50440824
184986,M,employed,0,9270,0
184987,M,employed,0,7149,0
184988,F,student,0,23168,.96406382
184989,F,employed,0,16572,0
184990,M,student,0,24306,.96954942
184991,F,employed,0,6054,.52858537
184992,F,employed,1,11225,0
184993,M,employed,1,32638,.38685077
184994,M,retired,1,12461,0
184995,F,employed,1,4291,.42482188
184996,M,unemployed,0,0,.20368651
184997,M,retired,1,41385,.22961538
184998,F,unemployed,1,0,.54262948
184999,M,retired,1,3654,0
185000,F,unemployed,1,0,.6243155
185001,M,employed,1,7564,0
185002,F,retired,1,792,.2224123
185003,M,retired,1,4710,0
185004,M,employed,1,9519,.72123367
185005,F,unemployed,0,0,.67307836
185006,F,employed,1,18754,.25733688
185007,M,employed,0,23059,.59100211
185008,M,retired,0,14693,0
185009,M,employed,0,23422,.68888497
185010,F,unemployed,1,0,0
185011,M,retired,1,13167,.18843105
185012,M,student,0,0,.85178554
185013,M,employed,0,5203,.84812868
185014,F,employed,0,28096,.1322147
185015,F,unemployed,0,11587,0
185016,M,employed,0,24341,.73723525
185017,M,employed,1,12317,0
185018,M,student,0,0,.16202374
185019,F,retired,0,13305,.17553174
185020,M,employed,0,21204,.69424921
185021,F,student,0,0,.49642217
185022,M,employed,1,8755,.4416244
185023,M,employed,1,18025,.51714593
185024,M,student,0,0,.98169732
185025,F,unemployed,1,0,.65084481
185026,F,employed,1,7621,.61925691
185027,M,employed,1,43208,0
185028,F,employed,1,5789,.13972795
185029,M,retired,0,15363,.040996991
185030,F,employed,1,14786,.67798907
185031,F,employed,1,13397,.54349548
185032,M,employed,0,105688,.067967281
185033,M,employed,1,9049,0
185034,F,employed,1,4490,.60028177
185035,M,employed,0,14885,.58409214
185036,F,employed,0,11417,.67149198
185037,M,unemployed,1,12391,0
185038,M,student,0,0,.43351939
185039,M,unemployed,0,8523,0
185040,M,employed,1,18234,.84733158
185041,M,employed,1,15273,.53242779
185042,M,employed,0,10326,.39773786
185043,M,employed,1,45669,.26396316
185044,F,employed,1,47064,.9759379
185045,F,employed,1,10059,.52799028
185046,F,employed,1,83101,0
185047,F,employed,1,14063,.54367179
185048,M,employed,1,24661,0
185049,M,employed,1,13595,0
185050,F,employed,1,11055,0
185051,M,employed,1,6551,.67795491
185052,M,employed,0,5523,.54965264
185053,F,unemployed,0,19941,.20371006
185054,F,employed,1,5215,0
185055,M,student,0,0,.93828321
185056,F,unemployed,0,5873,.55444443
185057,M,employed,0,29753,.68865848
185058,F,employed,1,5784,.58024216
185059,M,employed,1,88308,.72113794
185060,M,retired,1,4027,.33660305
185061,M,student,1,0,.77744281
185062,F,retired,1,7044,.21799362
185063,F,employed,1,5376,.72134554
185064,M,employed,1,9730,.76968914
185065,M,unemployed,1,6723,.67826796
185066,M,employed,1,10520,.24773593
185067,M,employed,0,5494,0
185068,M,employed,1,25580,.35318306
185069,F,unemployed,1,0,.64778006
185070,F,employed,0,24437,.73719645
185071,M,employed,1,49317,0
185072,M,retired,1,7744,.36123464
185073,F,employed,1,27614,.91119772
185074,M,employed,0,9574,.6826933
185075,M,student,0,0,.96344697
185076,M,employed,1,6963,.57343358
185077,M,employed,1,8064,.64523101
185078,M,unemployed,0,5412,0
185079,M,employed,1,6122,0
185080,F,employed,1,18586,.51222163
185081,M,student,0,0,.045576878
185082,F,employed,1,7190,.67176938
185083,M,employed,0,8957,0
185084,F,employed,1,112032,.50965488
185085,M,student,0,0,.92725599
185086,F,employed,1,4885,.77732468
185087,M,employed,1,8523,.87718654
185088,M,employed,1,63133,.43872246
185089,F,employed,1,18225,.66429609
185090,M,employed,1,8899,.53867966
185091,M,employed,0,11016,.75750291
185092,M,employed,1,9186,0
185093,M,employed,1,144531,.5961768
185094,F,employed,1,8053,.53406525
185095,M,unemployed,1,0,0
185096,F,student,0,0,.99599552
185097,M,employed,1,10455,.51639873
185098,F,employed,0,33344,.20240034
185099,M,unemployed,1,9044,.54779845
185100,F,student,1,0,.87576371
185101,F,unemployed,0,0,.91773033
185102,M,employed,0,27507,.50023943
185103,F,unemployed,0,7787,0
185104,F,employed,1,4484,.05850086
185105,M,employed,1,8352,.60165137
185106,M,student,0,0,.76472253
185107,F,employed,1,4673,.21992457
185108,F,retired,0,114754,.13574205
185109,F,employed,1,5596,.38174719
185110,M,employed,1,39256,.5496456
185111,F,student,0,0,.22084185
185112,M,employed,1,5960,.57004988
185113,F,employed,1,4866,0
185114,M,retired,0,7605,0
185115,M,employed,1,27671,0
185116,F,employed,1,5281,.57239074
185117,F,student,0,0,.019666281
185118,M,unemployed,1,0,.15509842
185119,F,student,0,0,.27930546
185120,F,employed,1,8129,.95973611
185121,M,student,0,0,.46415848
185122,M,employed,0,14756,.35458928
185123,M,employed,1,8953,.56362712
185124,M,employed,1,208779,.54309624
185125,M,student,0,0,.4942843
185126,F,employed,1,7586,0
185127,F,student,0,0,.94809145
185128,M,unemployed,1,9582,.81842321
185129,F,employed,1,39742,.044374242
185130,F,employed,1,5192,.0023328143
185131,M,employed,1,8706,.84254217
185132,F,student,0,0,.98666137
185133,F,retired,1,3701,0
185134,M,student,0,0,.84075314
185135,M,employed,0,12469,.74369973
185136,F,student,0,0,.85245478
185137,M,employed,1,67781,.62962002
185138,M,employed,1,35392,.1069973
185139,F,retired,0,5218,0
185140,M,unemployed,1,12036,.12757739
185141,M,employed,1,7204,.31248569
185142,F,employed,1,16714,0
185143,M,retired,1,15653,0
185144,F,retired,0,4166,.22712287
185145,M,unemployed,1,6477,0
185146,F,employed,0,7963,.0086771455
185147,M,employed,1,7720,.61433148
185148,M,retired,0,5737,.20077038
185149,M,employed,1,80906,.42882487
185150,M,employed,1,34429,.66361839
185151,F,unemployed,1,6948,.35654619
185152,M,employed,1,530630,.028374683
185153,F,retired,0,3748,.030720597
185154,M,employed,1,13308,.38816762
185155,F,unemployed,1,0,.16054657
185156,F,employed,0,14313,.53295481
185157,M,employed,0,6476,.064494036
185158,F,employed,1,10893,.87320691
185159,F,employed,1,40350,.57327265
185160,F,student,0,5063,.07558129
185161,M,employed,1,8537,0
185162,M,employed,0,17117,.90383756
185163,F,employed,1,8881,.60722661
185164,F,student,0,0,0
185165,M,employed,1,23442,0
185166,F,retired,0,23596,0
185167,M,employed,0,54529,.76627642
185168,F,employed,0,8536,0
185169,M,employed,1,5994,.22125748
185170,M,employed,1,6423,.56590241
185171,M,employed,1,10760,.79322553
185172,M,employed,1,14374,0
185173,F,retired,1,3027,.004758067
185174,M,employed,1,10628,0
185175,M,employed,1,8978,.49381566
185176,F,unemployed,1,23626,.66222262
185177,F,employed,1,7915,.77922702
185178,F,employed,1,5733,.58492005
185179,M,employed,0,17179,.58058363
185180,M,student,0,0,.89484704
185181,F,retired,1,7583,.25411287
185182,M,unemployed,0,7256,0
185183,F,employed,1,8218,.0069406237
185184,F,employed,1,6204,.3797285
185185,M,employed,1,103867,.54735106
185186,F,employed,0,26771,.53877008
185187,F,unemployed,1,7018,.93353057
185188,M,employed,1,8599,.38637882
185189,F,employed,1,6582,.2326947
185190,M,employed,1,6407,.2805427
185191,M,employed,1,14892,.28253317
185192,F,employed,0,20021,.31626394
185193,M,employed,1,7619,.33799222
185194,M,employed,1,10038,.24220368
185195,F,employed,1,18926,.54086602
185196,M,employed,1,178089,.59865457
185197,F,retired,1,3584,.3000645
185198,F,employed,1,6346,.58242559
185199,M,employed,1,11034,.52272731
185200,F,unemployed,0,7432,.6056602
185201,M,student,0,0,.13814504
185202,M,unemployed,0,0,.62794292
185203,F,employed,1,57190,.19272037
185204,M,employed,0,10935,.19098718
185205,M,unemployed,1,0,.91308612
185206,F,employed,1,7627,0
185207,F,employed,1,5286,.48724028
185208,F,employed,1,13217,0
185209,M,student,0,0,.86847663
185210,M,unemployed,1,45741,.74804461
185211,F,student,0,0,.96922135
185212,F,employed,0,21715,.87569463
185213,F,employed,1,6794,.77818769
185214,F,employed,1,5149,0
185215,M,unemployed,1,0,.38045433
185216,M,student,0,0,0
185217,F,employed,1,44381,.10638274
185218,M,unemployed,0,24092,.52945286
185219,M,retired,0,3380,0
185220,M,retired,1,11785,0
185221,M,employed,1,27487,.81342804
185222,M,student,0,15659,.99612492
185223,M,retired,1,11596,.23226783
185224,M,student,0,0,.06996657
185225,M,employed,1,12989,.39246443
185226,F,employed,1,39887,.21052504
185227,F,student,0,3867,.15246175
185228,M,retired,1,14540,.29082891
185229,M,employed,1,7509,.30862391
185230,M,student,0,13431,.33877993
185231,M,employed,1,10193,.23022863
185232,F,employed,1,5220,.84958148
185233,M,employed,1,8091,.75754505
185234,M,retired,1,6989,0
185235,F,retired,1,24591,.22313145
185236,F,employed,1,17303,.48342806
185237,F,retired,1,3871,.32525006
185238,M,employed,0,8509,.89553899
185239,F,employed,0,36133,.7017166
185240,M,employed,1,5925,0
185241,M,employed,1,8848,0
185242,F,employed,1,6160,0
185243,M,retired,1,127653,0
185244,F,employed,1,5591,.54014325
185245,M,employed,1,10802,.49781135
185246,F,employed,1,7435,.62066936
185247,M,retired,1,31510,0
185248,F,unemployed,0,0,0
185249,M,student,0,0,.39323312
185250,M,employed,1,8861,.20810933
185251,M,employed,1,11599,.41407895
185252,M,unemployed,1,0,.62235034
185253,F,employed,1,33577,.41617402
185254,F,employed,1,32244,.50261897
185255,F,employed,0,20179,.62197715
185256,F,student,0,0,0
185257,M,employed,1,49121,.90421993
185258,F,student,1,0,.0057238587
185259,F,employed,1,6976,0
185260,F,employed,0,6797,0
185261,F,student,0,0,.96930301
185262,M,employed,1,7685,.27132416
185263,M,employed,1,5704,.46222341
185264,F,employed,0,140257,.62632233
185265,F,employed,1,149184,.61966848
185266,M,employed,1,8835,0
185267,F,employed,0,41035,.071944632
185268,M,employed,0,8669,.36653826
185269,M,employed,1,7330,.5844627
185270,F,employed,0,24867,0
185271,M,employed,0,11116,.70255095
185272,M,employed,0,20314,.25037277
185273,M,employed,1,12484,.14790377
185274,F,employed,1,9506,.13405821
185275,M,unemployed,1,19272,.70791018
185276,F,employed,1,15588,0
185277,F,retired,1,115785,.26489949
185278,F,unemployed,0,6427,0
185279,F,employed,1,8259,.33954802
185280,F,employed,0,13108,.13185735
185281,M,employed,1,39205,0
185282,F,employed,1,8750,.69538146
185283,F,employed,1,4011,.39902052
185284,M,employed,1,25234,0
185285,F,employed,1,15991,.76311904
185286,F,student,0,16762,.84420627
185287,M,student,0,6853,.89529681
185288,F,retired,0,6659,.033500921
185289,F,employed,1,208698,.16710152
185290,F,employed,1,16085,.08794865
185291,F,employed,1,79398,0
185292,F,unemployed,1,0,.17955542
185293,M,retired,1,24240,0
185294,M,employed,1,27764,0
185295,M,unemployed,1,0,.070461646
185296,F,employed,0,11129,.25230718
185297,F,retired,0,5013,.26092958
185298,M,unemployed,1,0,.26709485
185299,M,unemployed,1,10918,.83557141
185300,M,unemployed,1,3984,.65180361
185301,F,employed,0,8107,.50713265
185302,M,employed,1,8566,.72471344
185303,M,employed,0,12472,0
185304,M,retired,1,3979,0
185305,F,unemployed,1,29133,.39172986
185306,F,employed,0,16880,.19511461
185307,M,retired,0,7729,0
185308,M,employed,1,7131,.15909353
185309,M,employed,1,41222,.63574708
185310,F,employed,1,11872,.81456375
185311,F,employed,1,6723,0
185312,M,employed,0,23567,.58234602
185313,F,unemployed,1,6652,.098830774
185314,F,retired,0,3163,.21228552
185315,M,retired,1,765,0
185316,M,employed,1,10302,0
185317,M,employed,1,14573,.78284222
185318,F,employed,1,38486,.41109872
185319,M,student,0,4763,.87990266
185320,F,employed,1,56924,.089934349
185321,M,employed,1,7981,.54875231
185322,F,unemployed,1,0,0
185323,M,student,0,0,.68625975
185324,M,employed,1,20993,.79081255
185325,M,employed,0,55097,.69476527
185326,F,retired,0,893,.18689112
185327,M,unemployed,1,27441,.20742652
185328,M,retired,0,6988,0
185329,F,employed,1,10379,.79531765
185330,M,employed,1,9346,.14759085
185331,M,retired,1,3011,.10474105
185332,M,employed,1,38191,.78330433
185333,F,retired,1,8869,.26121125
185334,M,employed,1,8601,.73173749
185335,M,student,0,0,.91875559
185336,F,employed,1,21828,.1202886
185337,M,employed,1,15714,.3396697
185338,M,employed,0,22892,.71279156
185339,F,employed,1,13695,.48309571
185340,M,employed,1,9327,.86281842
185341,M,employed,1,7567,.19241901
185342,M,employed,1,39838,0
185343,M,employed,1,18636,.71871358
185344,M,employed,1,13512,0
185345,M,student,0,0,.86444211
185346,M,employed,1,21161,.76924592
185347,M,unemployed,1,0,.46372899
185348,M,unemployed,0,7915,0
185349,M,retired,0,14734,.20147757
185350,M,student,0,0,.77841091
185351,F,unemployed,1,11431,.55229008
185352,M,retired,1,3865,0
185353,F,unemployed,1,6940,.53746599
185354,M,employed,0,21981,.868397
185355,F,student,1,0,.072188266
185356,M,student,0,0,.29478383
185357,F,employed,0,117152,.18672889
185358,F,employed,1,4887,0
185359,M,retired,0,9773,.11090149
185360,M,student,0,0,.1881388
185361,M,employed,0,5922,.76446491
185362,M,employed,1,12788,.51000208
185363,F,employed,0,16810,.57750338
185364,F,employed,1,7633,.51429683
185365,F,employed,0,8376,.68683845
185366,M,employed,1,14148,0
185367,F,employed,1,7099,.053479791
185368,M,employed,1,13000,.54923505
185369,F,unemployed,1,0,.19521393
185370,M,student,0,0,.042998068
185371,F,employed,1,4681,.52999741
185372,M,retired,1,13509,.040647492
185373,M,employed,1,9190,0
185374,M,employed,1,8806,.59976935
185375,F,employed,1,19644,.032959502
185376,F,unemployed,1,26085,.52566886
185377,F,retired,0,41912,0
185378,M,employed,1,11379,.56469864
185379,F,retired,0,2739,.36462235
185380,M,retired,1,6225,0
185381,F,student,0,2973,.76022136
185382,F,retired,0,7803,0
185383,M,retired,1,178419,.076656446
185384,M,student,0,0,.37606069
185385,M,employed,1,9261,0
185386,F,employed,1,12932,.42749062
185387,F,employed,1,44195,0
185388,M,employed,1,10214,.57191914
185389,M,employed,1,11139,0
185390,M,unemployed,1,13661,0
185391,M,employed,1,7278,0
185392,F,student,1,0,.79808491
185393,M,employed,1,59522,.84941304
185394,M,employed,1,59423,.53798896
185395,M,employed,1,7489,.59698445
185396,M,employed,1,31708,.28108063
185397,M,employed,1,12658,.50889701
185398,F,student,1,17137,.15044451
185399,F,student,0,0,.7370407
185400,F,employed,0,10051,0
185401,F,employed,1,44901,.63067228
185402,M,retired,1,3474,0
185403,M,student,0,0,.95664525
185404,M,employed,1,5787,.58328497
185405,F,retired,1,5876,.10191468
185406,F,unemployed,1,0,.49150088
185407,F,employed,0,21977,.53637356
185408,F,employed,0,16233,.58654588
185409,M,employed,1,11174,0
185410,M,unemployed,1,0,0
185411,F,employed,1,6675,.41930518
185412,F,unemployed,1,11254,0
185413,M,employed,0,5973,.44691551
185414,F,employed,1,8505,.77017975
185415,M,student,0,31523,.84245366
185416,F,student,0,0,.73174822
185417,F,retired,1,9098,.23080423
185418,M,employed,1,108187,0
185419,M,unemployed,0,0,.82534617
185420,M,employed,1,32518,.24690962
185421,F,employed,1,10561,.2286526
185422,F,retired,0,5734,0
185423,F,employed,1,13223,.50911427
185424,F,retired,1,2476,.23562407
185425,F,student,0,11320,.5678646
185426,F,unemployed,1,5047,.67483586
185427,M,employed,1,16850,.56860578
185428,M,unemployed,0,12651,0
185429,M,retired,1,3592,0
185430,M,employed,1,5634,.7039265
185431,M,employed,1,20907,.68804991
185432,F,unemployed,1,19162,0
185433,M,employed,1,8572,.78698587
185434,F,employed,1,6824,.67558825
185435,F,employed,1,8252,.35595548
185436,M,employed,1,6910,0
185437,M,employed,1,8034,.29310226
185438,M,student,0,4334,.90885502
